Estimate!!Total!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level,Estimate!!Unemployment rate!!Population 16 years and over,Tract Number
190,7.6,5125.14
333,9.0,5125.15
34,4.0,5125.16
100,3.9,5126.02
223,7.7,5126.03
180,7.6,5126.04
1226,4.8,5130
50,0.0,5135
292,9.5,1001
466,4.6,1002
403,5.1,1003
171,19.7,1004
2403,5.1,1005
213,5.2,1006
230,8.9,1007
614,3.1,1008.01
304,5.9,1008.02
378,3.6,1009
1222,4.0,1010.01
842,4.2,1010.02
281,5.4,1011
793,9.0,1012
132,3.6,1101.01
414,1.8,1101.02
97,9.1,1102.01
361,8.7,1102.02
384,10.9,1103.01
250,6.8,1103.02
371,6.3,1104.01
165,4.5,1104.02
230,9.1,1105.03
69,10.8,1105.04
522,15.4,1105.05
102,5.4,1105.06
35,13.7,1106.01
97,4.8,1106.02
126,3.1,1107
371,3.4,1202
167,3.7,1203.01
199,9.0,1203.02
240,11.7,1204
139,5.5,1205
151,4.5,1206
147,5.4,1207
205,5.1,1208
223,5.0,1209.01
208,3.5,1209.02
102,3.1,1210
124,3.6,1211
397,9.7,1212
28,0.5,1213
200,7.4,1214.01
303,4.7,1214.02
165,2.6,1214.03
176,3.3,1215.01
530,10.6,1215.02
248,3.2,1216.01
39,0.8,1216.02
298,3.3,1217.01
289,3.6,1217.02
101,0.0,1218.01
208,0.5,1218.02
175,6.2,1220.01
73,4.1,1220.02
55,6.1,1220.04
371,1.3,1220.05
113,4.7,1221
88,6.5,1222.02
57,1.2,1222.03
44,1.4,1222.04
87,7.0,1222.05
182,6.0,1223
347,10.0,1224.01
275,5.5,1224.02
566,9.3,1225
285,10.5,1231
85,1.2,1233
0,-,9901
238,12.2,101
337,8.9,102
591,3.8,103
503,5.6,104
626,6.7,105
102,4.7,106.01
209,3.4,106.02
111,5.0,106.03
281,6.3,107.02
393,4.0,107.03
563,8.2,107.04
830,2.8,108.03
182,2.8,108.04
448,1.9,108.05
289,12.0,108.06
248,3.1,108.07
496,5.2,109
55,3.4,110.01
364,9.5,110.02
129,14.1,111
866,7.2,112.09
520,4.9,113
212,6.8,114.01
128,5.7,114.02
207,4.8,114.03
108,0.6,115.01
102,8.9,115.02
355,8.6,116
202,2.5,117.01
310,8.0,117.02
385,5.2,117.03
125,6.4,118.01
84,8.7,118.02
173,4.3,118.03
91,1.9,119
518,4.3,120
546,5.7,121.01
170,6.3,121.02
592,1.5,122
138,7.6,123.01
115,9.0,123.02
152,3.5,123.03
272,10.6,124
240,14.4,125
147,1.7,126.03
173,2.4,126.04
63,3.3,126.05
509,12.2,126.06
498,7.2,127.01
246,8.3,127.02
139,7.0,100
183,4.2,1
209,6.7,2
379,6.2,3
84,8.6,6
202,5.4,7.01
539,5.6,7.02
315,8.6,7.03
273,11.4,8
551,8.3,9.01
236,6.7,9.02
67,0.0,10.01
29,0.0,10.02
443,3.0,10.03
234,8.9,11
49,6.9,12
401,22.4,13
276,2.2,2501.03
198,8.2,2501.04
299,7.3,2501.05
45,4.4,2501.06
248,1.7,2502
160,10.3,2503
168,4.7,2504
104,6.0,2505.01
122,10.7,2505.02
378,8.8,2506.01
100,8.8,2506.04
94,7.0,2506.05
420,13.0,2507.01
436,5.0,2508.01
510,12.5,2509
240,9.3,2510
349,2.2,2511
247,3.1,2512
80,6.8,2513
406,4.1,2514
298,14.5,2515
315,14.4,2516
356,5.5,2517.01
47,1.5,2517.02
517,8.8,2518.02
119,6.1,2518.03
171,6.1,2518.04
455,7.6,2519.01
343,14.9,2519.02
209,12.8,2519.03
268,2.6,2520
215,4.1,2521.02
175,4.3,2521.03
179,2.9,2521.04
59,1.2,2521.05
101,1.3,2521.06
124,3.4,2521.07
79,9.2,2521.08
26,2.1,2522.03
134,5.0,2522.04
105,2.4,2522.05
455,8.6,2522.06
116,2.8,2523.05
77,2.6,2523.06
34,2.4,2523.10
69,3.8,2523.11
123,8.9,2523.12
156,5.9,2523.13
147,8.3,2523.14
82,2.5,2523.15
135,4.3,2523.16
275,4.9,2523.17
244,9.3,2524.01
307,7.4,2524.02
320,8.2,2525.01
112,7.7,2525.02
333,8.0,2526.04
578,5.0,2526.05
652,3.0,2526.06
252,10.6,2526.07
506,5.4,2526.08
121,8.1,2526.10
214,13.8,2526.11
645,7.6,2527.02
170,9.6,2527.03
233,4.9,2527.04
286,3.6,2527.05
18,2.5,2527.06
371,11.0,2527.07
81,13.6,2528.01
54,2.3,2528.02
184,2.5,2529.03
167,2.1,2529.04
193,3.9,2529.08
117,3.5,2529.09
68,4.4,2529.10
64,2.0,2529.11
37,1.4,2529.12
39,3.6,2529.13
172,7.2,2529.14
97,3.7,2529.15
0,-,2530
150,3.3,2531.01
344,10.4,2531.05
331,8.7,2531.06
385,4.8,2531.07
237,5.4,2531.08
71,2.2,2532.01
159,5.3,2532.03
207,6.1,2532.05
91,10.4,2532.06
200,0.0,2532.07
401,1.8,2532.08
74,2.7,2533
412,8.7,2534.02
217,6.1,2534.03
312,2.0,2534.04
136,11.4,2535.01
452,8.0,2535.02
0,-,9800
3,1.5,1501
149,5.5,1502.03
225,4.2,1502.04
124,5.4,1502.05
57,20.5,1502.06
73,4.3,1503.03
188,5.3,1503.04
319,0.4,1503.05
169,5.0,1503.06
430,2.2,1505.01
121,8.8,1505.02
179,4.9,1506.01
204,7.7,1506.02
389,3.2,1506.03
118,4.1,1506.07
233,4.2,1506.09
67,5.4,1506.10
59,0.5,1506.11
279,5.3,1506.12
335,4.5,1507.01
134,3.4,1507.02
148,3.7,1508
85,2.7,1509.01
179,4.8,1509.02
180,3.7,1510
95,5.9,1511
493,2.7,1512.03
125,3.1,1512.04
75,3.5,1512.05
391,3.9,1512.06
446,4.4,1513.01
507,6.1,1513.05
41,3.5,1513.06
213,5.0,1513.07
550,0.6,1513.08
75,4.0,1513.09
467,6.1,1513.10
416,0.7,1513.11
276,6.7,1514.03
185,1.1,1514.04
732,5.2,1514.05
403,6.3,1514.06
85,3.7,1515.03
58,11.5,1515.04
72,6.0,1515.05
365,10.2,1515.06
9,10.1,1516.01
0,6.6,1516.02
140,14.7,1517.01
189,5.7,1517.02
295,3.0,1518
274,5.6,1519
310,4.2,1520
124,5.8,1521
290,2.7,1522.01
126,2.5,1522.03
113,7.9,1522.04
65,1.2,1522.05
179,6.6,1523
207,6.7,1524.01
0,0.0,1524.02
200,1.4,1525.01
234,5.8,1525.02
59,10.6,1526.01
14,2.2,1526.02
91,3.5,1527.01
132,2.2,1527.02
161,7.2,1528.01
284,3.4,1528.03
231,5.6,1528.04
251,2.4,1529.03
316,2.6,1529.04
239,7.8,1529.05
361,4.8,1529.06
602,3.6,1530.01
731,7.2,1530.02
249,2.8,1530.03
360,4.0,1530.05
261,2.5,1530.06
357,4.6,1531.02
381,5.2,1531.03
227,4.1,1531.04
125,2.5,1532.01
549,9.8,1532.02
407,3.9,1533.01
409,4.4,1533.02
159,3.1,1534.03
168,2.0,1534.04
9,6.8,1534.05
260,4.3,1534.06
161,3.9,1535.01
187,4.1,1535.02
53,2.8,1536.01
153,1.6,1536.02
221,3.6,1537.05
73,7.9,1537.07
211,11.9,1537.08
143,1.6,1537.09
131,6.6,1537.10
151,1.3,1537.11
158,15.2,1537.12
15,2.4,1538.04
44,1.6,1538.06
75,4.4,1538.07
182,5.8,1538.08
108,1.9,1538.09
55,2.5,1538.10
273,3.9,1538.11
229,4.5,1539.02
74,3.0,1539.03
17,0.0,1539.04
303,9.0,1539.05
125,6.4,1540
143,3.4,1541
288,3.5,1542.01
191,1.1,1542.02
105,6.3,1543.04
94,19.1,1543.05
105,0.0,1543.06
54,3.4,1543.07
40,5.1,1543.08
0,-,9901
209,5.8,1.01
180,3.4,1.02
453,6.3,2.01
288,14.9,2.02
367,13.0,2.04
119,10.1,2.05
142,5.4,3.01
213,8.0,3.02
424,6.3,3.03
368,14.7,3.04
163,6.8,4.03
457,10.2,4.04
139,3.8,4.05
150,2.0,4.06
83,0.0,4.07
330,4.3,5.01
169,6.8,5.03
329,5.1,5.05
213,7.7,5.06
223,1.1,5.11
86,6.6,5.12
161,5.1,5.13
490,21.3,5.14
181,10.6,6.01
123,7.5,6.02
511,8.3,8.01
386,8.8,8.03
711,11.1,8.05
211,7.5,8.06
131,3.7,8.07
516,4.4,9.05
248,5.5,9.06
265,14.3,9.07
396,5.9,9.08
360,6.9,9.09
506,11.1,9.10
326,6.6,9.11
53,3.6,9.13
121,6.8,9.14
6,4.2,9.15
416,9.4,10.01
266,6.4,10.02
530,5.1,11
467,7.9,12
303,6.9,13
493,4.8,14
363,22.2,15
737,12.6,16.01
636,11.6,16.03
652,15.9,16.04
413,12.0,17
542,9.7,18
138,3.1,19
454,8.5,20.02
350,9.1,20.04
277,22.5,20.05
106,6.6,20.06
737,18.1,21
670,8.6,22
566,13.2,23.02
350,17.4,23.03
411,22.1,23.04
179,11.8,24.01
894,20.6,24.02
520,13.9,25.03
207,9.5,25.04
114,6.0,25.05
229,3.4,25.06
498,15.9,26.02
86,9.5,26.03
677,16.1,26.04
470,12.4,26.05
147,11.9,27.01
412,10.8,27.02
605,6.9,28.01
483,4.2,28.02
59,4.8,28.03
250,9.7,29.01
351,6.8,29.03
14,2.6,29.04
618,5.8,30.02
573,11.7,30.03
163,6.5,30.04
602,6.6,31
363,7.0,32.01
60,5.8,32.03
101,12.2,32.04
82,9.7,32.05
123,11.8,32.06
292,6.6,33
188,16.4,34
436,11.7,35.01
53,10.8,35.02
462,10.1,36.03
40,24.6,36.07
215,3.5,36.08
73,3.7,36.09
450,10.1,36.10
114,9.3,36.11
224,3.3,36.12
474,8.9,37
820,17.6,38.02
302,7.8,38.03
918,12.9,38.04
217,4.9,38.05
154,8.7,39.04
69,3.0,39.05
748,11.1,39.06
211,6.4,39.07
492,13.0,39.08
335,4.4,39.09
148,2.7,40
608,11.0,501.01
625,9.1,501.02
470,14.3,502.01
413,9.4,502.02
258,9.4,503.01
542,4.2,503.02
256,9.7,504.01
65,6.9,504.02
242,2.5,504.03
371,8.5,505.01
374,6.5,505.03
247,11.7,505.04
249,2.6,506.01
229,6.8,506.03
181,7.9,506.04
380,3.9,507.01
389,8.6,507.02
80,6.4,508
88,3.1,509
72,4.3,510
165,5.8,511
348,11.9,1
297,4.4,2.01
478,13.0,2.02
480,3.7,3
278,6.7,4
511,6.7,5
777,4.8,6
410,13.9,7.01
559,17.9,7.02
426,6.0,8
479,7.5,9
713,10.7,10
249,29.7,11.01
385,3.8,11.02
367,11.3,1.01
441,10.2,1.02
152,3.5,2
704,8.7,5
81,4.5,1.01
300,9.8,1.02
298,14.6,2.02
620,17.0,2.03
645,25.6,2.04
475,10.3,3.02
182,5.4,3.03
1067,20.5,3.04
508,8.9,4.01
724,9.2,4.02
1242,14.0,5.01
481,9.4,5.02
798,11.5,6
418,6.3,7.01
817,6.0,7.02
507,11.1,8.01
157,5.9,8.02
802,7.6,9.01
245,4.6,9.02
173,4.5,10.05
195,10.8,10.06
0,0.0,10.07
12,4.1,10.08
336,8.3,10.09
417,9.4,10.10
19,0.0,10.11
209,4.1,10.12
568,17.2,11.01
902,13.6,11.02
142,3.9,12
469,9.8,13.03
11,2.3,13.04
397,5.3,13.05
552,11.8,13.06
265,5.3,14
514,12.1,15.01
693,17.4,15.02
915,15.2,16.01
620,7.4,16.02
885,2.7,17.01
741,2.6,17.03
21,3.3,17.05
491,2.9,17.06
341,5.0,18
112,4.9,19.01
284,2.8,19.02
221,4.2,20.02
199,3.6,20.03
327,5.3,20.04
121,5.4,20.06
336,4.2,20.08
68,3.4,20.09
433,9.1,20.10
420,7.1,20.11
222,3.3,21
745,10.7,22.02
316,3.9,22.03
710,16.4,22.04
400,2.3,23.02
433,7.1,23.03
155,13.5,23.04
214,5.1,24.01
399,3.0,24.02
260,2.4,24.03
354,14.5,25
678,23.2,26.01
814,10.2,26.02
204,13.3,27.01
343,21.8,27.02
779,15.4,28
420,12.6,29.01
142,7.4,29.03
533,5.6,29.04
713,7.1,30.01
404,6.5,30.02
302,6.0,31
401,7.0,32.01
541,20.0,32.02
1134,22.3,33.01
368,15.0,33.02
932,26.9,34.01
335,19.3,34.02
313,6.3,35.01
227,5.8,35.03
602,12.1,35.04
602,11.0,36.01
823,9.7,36.02
622,11.6,37
302,15.9,38.01
923,20.1,38.02
998,17.1,39.02
444,21.9,39.03
757,14.9,39.04
91,42.9,40
278,8.7,41.02
560,11.5,41.03
549,23.1,41.04
850,14.2,42
828,26.0,43.01
385,24.6,43.02
357,7.4,44.01
705,21.7,44.02
1054,19.3,45
251,6.2,11
274,4.0,12
287,8.0,21.01
265,13.5,21.02
262,6.2,22.01
108,6.7,22.02
85,0.9,31.01
178,9.1,31.02
6,3.1,31.03
191,5.0,32
128,7.5,41.01
25,0.0,41.02
112,5.7,42.01
130,8.9,42.02
554,10.3,51.01
331,14.3,51.02
106,14.9,52.01
0,-,9852.02
397,3.4,3.02
147,3.2,3.03
165,2.2,3.04
277,4.5,4
56,2.9,5
430,6.3,6
697,7.0,7.01
88,7.7,7.02
410,4.7,8
105,3.9,9.01
192,2.0,9.02
170,6.9,9.03
346,7.2,10.02
167,3.6,11.01
223,3.2,11.02
222,4.1,12.01
123,3.9,12.02
218,3.0,12.04
56,1.2,13.02
217,3.7,13.03
175,3.0,13.04
156,6.1,14.01
209,7.1,14.02
132,2.7,15.06
107,3.8,15.07
201,3.6,15.08
205,11.0,15.09
167,9.9,15.10
308,0.0,15.11
136,1.6,16.02
144,6.8,18.01
215,6.0,19.01
47,8.7,20
115,2.8,21.02
518,5.3,22
197,14.2,23.01
205,4.2,23.02
528,6.4,24
519,3.7,25
191,4.5,26
214,1.3,27
544,5.7,28
211,9.5,29.01
141,5.9,29.05
134,7.5,30.10
238,11.3,30.11
228,7.9,30.13
51,3.2,31.01
16,4.5,31.02
328,5.6,32.01
275,0.0,33.01
353,7.4,33.02
57,5.5,36.08
55,4.2,36.13
181,1.9,36.14
32,3.9,36.15
418,6.0,36.16
236,2.2,36.17
50,7.9,36.18
413,3.8,37
370,10.8,38.01
133,6.2,38.02
280,8.7,39.01
248,5.9,39.02
446,6.3,40
284,4.4,41.01
261,2.5,42
440,9.6,43.04
87,4.4,43.05
656,8.0,44
420,5.9,45.03
286,5.9,45.04
249,15.4,45.05
486,2.9,45.07
631,3.8,45.08
43,6.3,46
64,5.9,47.04
327,12.6,47.10
162,8.5,47.11
185,8.8,47.15
362,5.6,47.16
280,9.4,47.17
192,3.8,49.01
214,6.5,49.02
349,5.3,50.02
359,1.4,50.04
455,13.9,50.05
105,12.2,50.06
70,3.7,52.02
229,2.6,52.03
83,7.7,52.04
168,3.4,52.05
91,7.8,53.04
136,3.3,53.05
41,5.7,53.06
256,2.2,53.07
247,1.2,53.08
305,5.0,54.01
106,2.0,54.03
52,3.5,54.04
232,10.7,55.02
127,1.8,55.03
77,3.4,55.04
348,4.4,56.01
262,2.2,56.02
45,12.0,57
28,2.3,58.01
95,2.5,58.03
226,1.8,58.04
22,1.5,59.01
143,6.3,59.06
150,3.4,59.07
110,4.0,59.08
85,3.1,59.09
51,3.1,59.10
134,0.4,59.11
381,4.8,60
81,9.3,61.01
416,5.4,61.02
67,1.7,62
149,3.5,63.01
18,6.9,63.02
109,3.8,64
214,5.4,65
210,2.9,66
27,3.1,67
145,2.4,68
235,8.0,69
217,3.1,70
456,7.6,71
166,5.8,72.01
36,5.3,72.02
63,2.7,73
0,4.9,74.02
130,5.3,74.03
112,7.9,74.05
50,2.2,74.06
144,1.9,75.05
251,3.4,75.06
18,3.3,75.07
278,2.3,75.08
333,2.0,75.09
131,5.3,75.10
61,4.6,75.11
160,6.0,75.12
6,5.6,75.13
22,1.5,75.15
90,1.8,75.16
96,4.2,76.07
60,3.4,76.09
130,2.7,76.10
105,3.6,76.11
234,3.6,76.12
107,3.3,76.13
94,6.7,76.14
200,4.2,77
309,5.6,78
490,6.2,79.01
76,4.9,79.03
282,8.3,79.04
215,5.7,80.01
275,3.9,80.02
248,4.9,80.04
131,4.0,80.05
134,1.8,81.01
275,7.2,82.01
227,3.8,82.02
246,4.6,83.02
117,4.4,83.03
254,1.6,83.04
70,2.4,83.07
21,3.3,83.08
422,5.8,84.01
242,5.6,84.02
177,6.2,85.01
167,1.5,85.02
104,7.6,86.01
203,11.6,86.02
426,5.0,87
256,6.4,88
98,2.3,89
688,5.6,91
159,5.4,92
265,4.3,93
38,5.8,94
132,3.5,95
57,9.9,96
179,11.1,97
0,0.0,9800
0,-,9901
178,7.2,101.02
418,4.4,101.03
483,10.1,101.04
159,4.1,101.05
175,3.3,102.01
1185,12.4,102.03
722,8.1,102.04
319,3.2,103.10
248,5.4,103.12
67,6.2,103.13
90,2.0,103.14
124,6.2,103.15
152,3.5,104.01
50,2.9,104.02
2410,12.8,105.01
350,5.0,105.05
310,5.2,105.08
811,3.9,105.09
1588,5.1,105.10
661,4.3,105.11
903,16.3,105.12
1119,5.7,105.13
1809,4.9,106.02
135,3.9,106.05
365,5.2,106.07
2138,6.9,106.08
95,1.4,106.09
724,7.0,106.10
251,1.8,106.11
1363,9.2,107.01
1820,13.1,107.03
537,2.2,107.04
392,4.9,108
358,7.0,109.01
386,7.8,109.02
497,3.0,110.01
70,5.6,110.02
233,5.5,111.01
379,4.8,111.02
142,1.2,111.03
33,3.3,112.03
197,4.0,112.04
30,3.8,112.07
241,6.6,112.08
261,2.5,112.09
218,1.6,112.10
54,0.0,112.11
111,0.0,113.01
26,0.9,113.02
302,2.1,113.03
101,5.0,113.04
286,8.0,114
322,3.8,115
750,11.0,401
417,4.9,402.01
451,7.8,402.02
912,9.2,403.01
496,15.0,403.02
247,3.2,403.04
102,11.0,403.05
818,18.2,404
337,8.3,405
643,5.1,406
180,4.9,407.01
86,3.0,407.02
90,4.8,408
182,6.5,409.01
49,2.8,409.02
92,8.1,410.01
226,5.9,410.02
374,5.6,411.01
85,0.0,411.02
